Gravity Rack,Kit Holder,Run,Method,Cost,Exec time,Optimality Gap (%)
1x10x10,10x10,6,Nearest,2596416,3.2461,1.31
1x10x10,10x10,6,2-opt,2596416,20.1409,1.31
1x10x10,10x10,6,Q-learning,2628479,30621.2402,2.56
1x10x10,10x10,6,Exact_cbc,2562929,11196.0823,
1x10x10,10x10,6,Exact_cplex,2562929,10387.646,
