Gravity Rack,Kit Holder,Run,Method,Cost,Exec time,Optimality Gap (%)
1x5x10,5x10,8,Nearest,1077914,1.3079,3.76
1x5x10,5x10,8,2-opt,1049778,42.563,1.05
1x5x10,5x10,8,Q-learning,1078829,12469.9001,3.85
1x5x10,5x10,8,Exact_cbc,1038826,1456.2739,
1x5x10,5x10,8,Exact_cplex,1038826,1339.7822,
