Gravity Rack,Kit Holder,Run,Method,Cost,Exec time,Optimality Gap (%)
10x2x10,4x25,8,Nearest,2068704,10.166,2.49
10x2x10,4x25,8,2-opt,2035341,862.8159,0.84
10x2x10,4x25,8,Q-learning,2044787,83313.541,1.3
10x2x10,4x25,8,Exact_cbc,2018449,84503.0969,
10x2x10,4x25,8,Exact_cplex,2018449,38452.106,
