Gravity Rack,Kit Holder,Run,Method,Cost,Exec time,Optimality Gap (%)
1x2x10,2x10,2,Nearest,541337,0.2061,2.66
1x2x10,2x10,2,2-opt,541337,0.2898,2.66
1x2x10,2x10,2,Q-learning,553512,2069.7617,4.97
1x2x10,2x10,2,Exact_cbc,527304,207.2922,
1x2x10,2x10,2,Exact_cplex,527304,145.4663,
