Gravity Rack,Kit Holder,Run,Method,Cost,Exec time,Optimality Gap (%)
25x2x10,5x10,1,Nearest,1029551,11.7791,2.23
25x2x10,5x10,1,2-opt,1023358,65.4202,1.61
25x2x10,5x10,1,Q-learning,1059060,93643.5242,5.16
25x2x10,5x10,1,Exact_cbc,1007138,111957.394,
25x2x10,5x10,1,Exact_cplex,1007138,60844.0342,
